num_of_detection,sum_of_iou,sum_of_lev,sum_boundingbox_conf,sum_ocr_conf
3,3.18870784242222,27,3.96613353490829,3.95936560630798
6,5.63470798322415,1,6.99536687135696,6.7440510392189
0,1.60458568560578,47,1.98960900306702,1.99064767360687
0,0,63,0,0
5,3.99604950200308,18,4.9949215054512,4.91451758146286
0,0,63,0,0
0,5.47231826549055,7,6.99362361431122,6.78480309247971
1,2.33732088134068,38,2.99091625213623,2.7954341173172
0,0,63,0,0
7,5.646055460723,0,6.99502730369568,6.74203830957413
0,0,63,0,0
0,0.739770867430442,54,0.998831570148468,0.97149795293808
4,3.11912652077283,27,3.97169584035873,3.87725502252579
0,0,63,0,0
1,0.838458938830686,54,0.996903240680695,0.910093367099762
0,5.64070952408788,7,6.99317449331284,6.4885305762291
0,0,63,0,0
0,0.748928571428571,54,0.995866298675537,0.99502831697464
0,0.802269503546099,55,0.999683976173401,0.954764008522034
