1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.045379989065062354e-01,2.000000000000000000e+00,9.945397973060607910e-01,9.207292795181274414e-01,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.122956180510136903e-01,1.000000000000000000e+00,9.982765913009643555e-01,9.820095300674438477e-01,7.708792940434919805e-01,2.000000000000000000e+00,9.977329969406127930e-01,9.204441905021667480e-01,8.167749922624574221e-01,1.000000000000000000e+00,9.927767515182495117e-01,9.711519479751586914e-01,8.025496590572190891e-01,2.000000000000000000e+00,9.966602325439453125e-01,8.764434456825256348e-01,7.356635718186783635e-01,1.000000000000000000e+00,9.985073208808898926e-01,9.551033377647399902e-01,8.083706238483810980e-01,1.000000000000000000e+00,9.977673292160034180e-01,9.939038157463073730e-01,8.093797276853252898e-01,2.000000000000000000e+00,9.994423985481262207e-01,9.847304224967956543e-01
7.916751683329932288e-01,1.000000000000000000e+00,9.994969367980957031e-01,9.736207723617553711e-01,8.179310344827586121e-01,1.000000000000000000e+00,9.995181560516357422e-01,9.949619174003601074e-01,8.330251479289940697e-01,1.000000000000000000e+00,9.989217519760131836e-01,9.516236186027526855e-01,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.232262497852602667e-01,1.000000000000000000e+00,9.990465044975280762e-01,9.944880604743957520e-01,8.040607461208320039e-01,1.000000000000000000e+00,9.879286885261535645e-01,9.602352380752563477e-01,8.343325970337646114e-01,1.000000000000000000e+00,9.985040426254272461e-01,9.778582453727722168e-01
1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.277758679958748811e-01,1.000000000000000000e+00,9.574750065803527832e-01,8.703010678291320801e-01,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.870278330019880864e-01,2.000000000000000000e+00,9.997957348823547363e-01,9.604486227035522461e-01,8.109378866617173998e-01,2.000000000000000000e+00,9.992333650588989258e-01,8.582624793052673340e-01,8.297665369649805944e-01,2.000000000000000000e+00,9.992747902870178223e-01,9.454475641250610352e-01,8.084018670815736884e-01,2.000000000000000000e+00,9.995261430740356445e-01,9.918332695960998535e-01,8.002888384567773405e-01,2.000000000000000000e+00,9.995113611221313477e-01,9.529591798782348633e-01,8.052336448598130803e-01,2.000000000000000000e+00,9.997090697288513184e-01,9.933420419692993164e-01,7.934577838671005301e-01,2.000000000000000000e+00,9.994601607322692871e-01,9.988625645637512207e-01
7.716639209225699680e-01,1.000000000000000000e+00,9.985847473144531250e-01,9.876200556755065918e-01,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.943722943722943963e-01,2.000000000000000000e+00,9.989788532257080078e-01,9.550313353538513184e-01,7.894371091035441435e-01,2.000000000000000000e+00,9.992540478706359863e-01,9.650741219520568848e-01,8.183908045977011936e-01,2.000000000000000000e+00,9.995506405830383301e-01,9.369826316833496094e-01,8.020304568527918399e-01,1.000000000000000000e+00,9.990940093994140625e-01,9.940568208694458008e-01,8.278980542614414739e-01,1.000000000000000000e+00,9.996209144592285156e-01,9.647378921508789062e-01,8.303992065459955274e-01,2.000000000000000000e+00,9.983381032943725586e-01,9.476839900016784668e-01
8.083862770012706367e-01,2.000000000000000000e+00,9.993594288825988770e-01,9.888185858726501465e-01,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+04,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.185029807904614652e-01,2.000000000000000000e+00,9.989847540855407715e-01,9.927678108215332031e-01,8.012295081967213406e-01,2.000000000000000000e+00,9.992434978485107422e-01,9.902240037918090820e-01,7.911061285500747831e-01,2.000000000000000000e+00,9.990842342376708984e-01,9.995833039283752441e-01,8.035093527561661952e-01,2.000000000000000000e+00,9.993920326232910156e-01,9.988136887550354004e-01
